items,hessian,term,estimate,std.error,statistic,p.value,coefficient_type
Q9ProtectSurge,459.3227534536622,Q8Masters,-0.45442736855047405,0.30801837111084956,-1.4753255363035955,0.14012504418805682,beta
Q9ProtectSurge,459.3227534536622,Q8Other,1.6425963950790354,1.3018692326645847,1.2617214954201443,0.20704901931757644,beta
Q9ProtectSurge,459.3227534536622,Q8PhD,-0.12529697993560504,0.27922927522700636,-0.44872436757837,0.6536305041396151,beta
Q9ProtectSurge,459.3227534536622,Q8TechnicalSecondaryOrLess,-1.5260771496727006,0.6163692227616854,-2.4759139381343624,0.013289560838916996,beta
Q9ProtectRiver,347.7579062789232,Q7_continentAmerica,0.07820430521518187,0.5318130842105817,0.147052239850901,0.8830907870305116,beta
Q9ProtectRiver,347.7579062789232,Q7_continentAsia,0.2663572379301236,0.7393037967127956,0.36028117144053834,0.7186368782410795,beta
Q9ProtectRiver,347.7579062789232,Q7_continentAustralia,0.5623754692501672,0.7076797445300644,0.7946750964641687,0.4268025222985747,beta
Q9ProtectRiver,347.7579062789232,Q7_continentEurope,-0.591307559053092,0.48967034424687517,-1.2075625285467049,0.22721557988684105,beta
Q9MinEnvHazards,358.6200592954158,Q6>75%,-0.31230427789265597,0.3896292597714432,-0.8015421585017868,0.4228178478798675,beta
Q9MinEnvHazards,358.6200592954158,Q610-25%,-1.2193906308774196,0.39663971914193313,-3.074302879992395,0.0021099510360663037,beta
Q9MinEnvHazards,358.6200592954158,Q625-50%,-0.7253827012517543,0.3407070397642915,-2.12905111016664,0.03325003202961311,beta
Q9MinEnvHazards,358.6200592954158,Q650-75%,-0.5122653833299265,0.3716216983660009,-1.3784592922919405,0.16806152793014484,beta
Q9MinEnvHazards,358.6200592954158,Q7_continentAmerica,0.26441370867217867,0.5911928178268835,0.44725460238863357,0.6546912411286852,beta
Q9MinEnvHazards,358.6200592954158,Q7_continentAsia,0.7980560678940053,0.8220353854141906,0.9708293366129207,0.3316332711715541,beta
Q9MinEnvHazards,358.6200592954158,Q7_continentAustralia,1.3413211471454336,0.7691641292173121,1.7438685661411932,0.08118201096352423,beta
Q9MinEnvHazards,358.6200592954158,Q7_continentEurope,-0.8326839466503284,0.552501076155454,-1.5071173298783604,0.13178058548298346,beta
Q9MinEnvHazards,358.6200592954158,Q8Diploma,0.39269802559619466,0.6128097533835896,0.6408155605029747,0.5216425219086201,beta
Q9MinEnvHazards,358.6200592954158,Q8Masters,-1.0173070852629182,0.3428197121021825,-2.9674696330171786,0.0030026194116334805,beta
Q9MinEnvHazards,358.6200592954158,Q8Other,2.4496613239283573,1.569010136766742,1.561278201157051,0.11845812463960484,beta
Q9MinEnvHazards,358.6200592954158,Q8PhD,-0.797757678700534,0.3084935221680762,-2.5859787041683573,0.00971029297988767,beta
Q9MinEnvHazards,358.6200592954158,Q8TechnicalSecondaryOrLess,-0.08248342509215467,0.7105126465432738,-0.11609001682580328,0.9075812007366436,beta
Q9PreventBiodivLoss,380.5343794135937,Q7_continentAmerica,-1.326851970771567,0.6270148672702446,-2.116141163523147,0.03433280344756395,beta
Q9PreventBiodivLoss,380.5343794135937,Q7_continentAsia,-0.542414874914018,0.8113482971434274,-0.6685351738873887,0.5037920371992569,beta
Q9PreventBiodivLoss,380.5343794135937,Q7_continentAustralia,1.3583173708476928,0.8759600320474954,1.5506613557158775,0.12098286007165081,beta
Q9PreventBiodivLoss,380.5343794135937,Q7_continentEurope,-0.1168837395017231,0.5794684480519803,-0.20170854840268754,0.8401445793068728,beta
Q9ReduceImpacts NatResExploit,309.67787046542406,Q1Nonprofit,-0.7440491256246962,0.3613494856964385,-2.0590845015059878,0.039486144265042974,beta
Q9ReduceImpacts NatResExploit,309.67787046542406,Q1Other,-0.2591143648980105,0.3883077215837781,-0.6672913014481637,0.5045860815303878,beta
Q9ReduceImpacts NatResExploit,309.67787046542406,Q1Private,0.05592250867098665,0.6080465035133366,0.09197077583352978,0.9267212586641448,beta
Q9ReduceImpacts NatResExploit,309.67787046542406,Q1Research,-0.6606177276035509,0.2700904360283334,-2.445913070147548,0.014448583274687652,beta
Q9ReduceImpacts NatResExploit,309.67787046542406,Q7_continentAmerica,-0.5580132173709152,0.5223548434520525,-1.068264656422461,0.2854011465867122,beta
Q9ReduceImpacts NatResExploit,309.67787046542406,Q7_continentAsia,1.1510406414365213,0.7643967791945553,1.5058156611405042,0.1321145018123503,beta
Q9ReduceImpacts NatResExploit,309.67787046542406,Q7_continentAustralia,0.6245771673353377,0.7266709014719623,0.8595048543572874,0.39006204296184227,beta
Q9ReduceImpacts NatResExploit,309.67787046542406,Q7_continentEurope,-0.11322219180701847,0.4810647044515565,-0.235357511701256,0.8139312606147588,beta
Q9MinEffectPollut,75.14284760462509,Q6>75%,-0.5816117190767086,0.3382590287648269,-1.7194270355487589,0.08553664292979277,beta
Q9MinEffectPollut,75.14284760462509,Q610-25%,-1.0516856666075478,0.35270572125672955,-2.9817652598893924,0.0028659165118828647,beta
Q9MinEffectPollut,75.14284760462509,Q625-50%,-1.1215761527395123,0.3216349961686793,-3.487108573692986,4.882730895220618e-4,beta
Q9MinEffectPollut,75.14284760462509,Q650-75%,-0.7456904257733887,0.32482058643799006,-2.2956994011700207,0.021693074719816414,beta
Q9ReduceExcessNut,213.27879676101213,Q8Diploma,-1.4785424890816763,0.6467053516869372,-2.286269141309692,0.022238518018730044,beta
Q9ReduceExcessNut,213.27879676101213,Q8Masters,-0.02109838247064255,0.3155249029436905,-0.06686756662883066,0.9466871333088888,beta
Q9ReduceExcessNut,213.27879676101213,Q8Other,0.37486874137211923,1.1140621547519232,0.3364881750745713,0.7365027671883491,beta
Q9ReduceExcessNut,213.27879676101213,Q8PhD,-0.14134397609360796,0.27684782201415,-0.5105475458152015,0.6096679136648502,beta
Q9ReduceExcessNut,213.27879676101213,Q8TechnicalSecondaryOrLess,-1.722946205550229,0.7363490012987661,-2.339849993021395,0.0192914865831847,beta
Q9ReduceLossLand,541.4501617508655,Q5>10years,-1.3689894691068498,0.6521617602212316,-2.0991563023297317,0.03580312461875995,beta
Q9ReduceLossLand,541.4501617508655,Q51-5years,-0.7141888381112884,0.6928883844943845,-1.0307415365787194,0.3026620408273056,beta
Q9ReduceLossLand,541.4501617508655,Q55-10years,-1.7102578927043321,0.6802482912993144,-2.51416712776689,0.011931387715997365,beta
Q9ReduceLossLand,541.4501617508655,Q8Diploma,0.6269953955208818,0.581239632711068,1.0787209960139774,0.28071212299432124,beta
Q9ReduceLossLand,541.4501617508655,Q8Masters,0.31791606561055724,0.3222868367455207,0.9864382573638443,0.32391809934243265,beta
Q9ReduceLossLand,541.4501617508655,Q8Other,2.4251549785044415,1.3027703368061236,1.8615368419041225,0.0626684029188495,beta
Q9ReduceLossLand,541.4501617508655,Q8PhD,0.40419368808965056,0.2924603364437966,1.382046170788449,0.16695752494059662,beta
Q9ReduceLossLand,541.4501617508655,Q8TechnicalSecondaryOrLess,-1.465747960282311,0.7189199468483612,-2.038819435610228,0.04146805183118783,beta
Q9ManageInvasives,306.4668960817696,Q6>75%,-0.772017782385881,0.3488178717855473,-2.2132403320794194,0.026881080850532087,beta
Q9ManageInvasives,306.4668960817696,Q610-25%,-1.0636915737653623,0.3550878157249635,-2.9955732826080808,0.002739294709083577,beta
Q9ManageInvasives,306.4668960817696,Q625-50%,-0.4926906124631935,0.3300876741204697,-1.4926053018368077,0.13554053471235372,beta
Q9ManageInvasives,306.4668960817696,Q650-75%,-0.538780768216646,0.34697655677819966,-1.5527872350207645,0.12047397329231661,beta
Q9ManageInvasives,306.4668960817696,Q7_continentAmerica,0.017483281640771772,0.5386281513271599,0.03245890805687302,0.9741060853688911,beta
Q9ManageInvasives,306.4668960817696,Q7_continentAsia,0.624259604739532,0.7632173951795997,0.8179315732087471,0.4133962605632619,beta
Q9ManageInvasives,306.4668960817696,Q7_continentAustralia,1.9225202711297407,0.7461618627750027,2.5765458770297087,0.009979296178122498,beta
Q9ManageInvasives,306.4668960817696,Q7_continentEurope,0.01161737297012407,0.4919959093094284,0.023612743013311555,0.9811615075311746,beta
Q11InternatPolicy,871.3009471712077,Q7_continentAmerica,-1.7962431802397787,0.6049560318281653,-2.9692127786734632,0.0029856377932486132,beta
Q11InternatPolicy,871.3009471712077,Q7_continentAsia,1.5730444480501937,1.0008468936376522,1.5717133739935456,0.11601703913020828,beta
Q11InternatPolicy,871.3009471712077,Q7_continentAustralia,0.6256011085462462,0.7693423093888306,0.8131635306047665,0.41612430571357595,beta
Q11InternatPolicy,871.3009471712077,Q7_continentEurope,0.07031115900260286,0.543505147005561,0.12936613275878225,0.8970679445989806,beta
Q11NationPolicy,641.7776682899687,Q7_continentAmerica,-0.7836048362269549,0.7154887045583808,-1.0952022460097637,0.2734280419409975,beta
Q11NationPolicy,641.7776682899687,Q7_continentAsia,-1.3860754022127022,0.9004943879112843,-1.5392382460347513,0.12374614375399387,beta
Q11NationPolicy,641.7776682899687,Q7_continentAustralia,-1.348467090483374,0.8357686957074948,-1.6134453197506635,0.10664779384875926,beta
Q11NationPolicy,641.7776682899687,Q7_continentEurope,-1.5607587699485455,0.6694582243637521,-2.33137589941759,0.019733547209888975,beta
Q11RegionPolicy,595.0932121167822,Q2FieldRanger,-1.7715635009681066,0.7369486147947075,-2.4039172683181076,0.016220443693455027,beta
Q11RegionPolicy,595.0932121167822,Q2HighManagerialRole,-1.1609766244476165,0.6218215983844402,-1.8670574123895978,0.061893570800325065,beta
Q11RegionPolicy,595.0932121167822,Q2Other,-0.9422176145986617,0.5785995009920417,-1.6284452596021533,0.10343050742229092,beta
Q11RegionPolicy,595.0932121167822,Q2Policy/Planning,-0.1022465846566064,0.6547442550931489,-0.15616262970044695,0.8759048324699115,beta
Q11RegionPolicy,595.0932121167822,Q2Researcher,-0.8467212465407173,0.5431717607120891,-1.5588462210014011,0.11903278146248383,beta
Q11RegionPolicy,595.0932121167822,Q7_continentAmerica,-0.06400203035675192,0.68562927102600435,-0.09334786751589033,0.9256272052878556,beta
Q11RegionPolicy,595.0932121167822,Q7_continentAsia,-1.6875070138960917,0.9010217644279561,-1.8728815224207842,0.06108474727493624,beta
Q11RegionPolicy,595.0932121167822,Q7_continentAustralia,-0.1436417686074915,0.8597965318686658,-0.16706483834646688,0.867319032076954,beta
Q11RegionPolicy,595.0932121167822,Q7_continentEurope,-0.8302994071784111,0.6564420949206572,-1.2648479029651012,0.20592585569034474,beta
Q11LocalPolicy,522.5128924271371,Q7_continentAmerica,0.47625623223715136,0.5483076204508551,0.8685931299760921,0.38506971346402213,beta
Q11LocalPolicy,522.5128924271371,Q7_continentAsia,-0.16158633156293079,0.8446597434669529,-0.191303460136138,0.8482878503595765,beta
Q11LocalPolicy,522.5128924271371,Q7_continentAustralia,1.695006369816052,0.825787884254663,2.052592926264504,0.04011207417650176,beta
Q11LocalPolicy,522.5128924271371,Q7_continentEurope,-0.2899461839546708,0.5170893943037667,-0.5607273851459822,0.5749833954950045,beta
Q11LocalPolicy,522.5128924271371,Q8Diploma,1.541819463899075,0.5968657246784801,2.5831931708419393,0.009789049642851308,beta
Q11LocalPolicy,522.5128924271371,Q8Masters,0.6865112835099912,0.32044044032889674,2.1423990143234204,0.03216138714838071,beta
Q11LocalPolicy,522.5128924271371,Q8Other,1.3457904324396561,1.291204273876525,1.0422753855973923,0.2972840208660407,beta
Q11LocalPolicy,522.5128924271371,Q8PhD,0.1347623442663334,0.28760903078180605,0.4685608928899404,0.6393835360166273,beta
Q11LocalPolicy,522.5128924271371,Q8TechnicalSecondaryOrLess,0.23261044080620336,0.7845858143625166,0.296475460743834,0.7668670045304443,beta
Q11CulturalMyths,1760.1635391406426,Q5>10years,-2.2277288218386726,0.8497193609945718,-2.6217230348043157,0.008748649683360966,beta
Q11CulturalMyths,1760.1635391406426,Q51-5years,-2.496400608345641,0.8817969149132869,-2.8310380384933973,0.004639720280944583,beta
Q11CulturalMyths,1760.1635391406426,Q55-10years,-2.3629020135330485,0.876424979468204,-2.696068766737807,0.007016318025662353,beta
Q11CulturalMyths,1760.1635391406426,Q7_continentAmerica,-0.7970610283975714,0.586281842801878,-1.3595185288160492,0.1739823351366393,beta
Q11CulturalMyths,1760.1635391406426,Q7_continentAsia,1.2522842625137098,0.9425308274772103,1.3286401102291683,0.18396673230297797,beta
Q11CulturalMyths,1760.1635391406426,Q7_continentAustralia,0.09013596799817827,0.7678315939631655,0.11739028285218267,0.9065507839931066,beta
Q11CulturalMyths,1760.1635391406426,Q7_continentEurope,-0.05320870887842169,0.5383380403914171,-0.09883884267166868,0.9212662274804182,beta
Q11LocalChampions,1225.4188382593195,Q5>10years,-1.0676504382732086,0.667968017545396,-1.5983556251638196,0.10996385439656471,beta
Q11LocalChampions,1225.4188382593195,Q51-5years,-0.4968076266090456,0.7047574107096095,-0.7049342356099776,0.4808511634841411,beta
Q11LocalChampions,1225.4188382593195,Q55-10years,-1.5522026481764384,0.7037484623431837,-2.2056213707498022,0.027410521474654777,beta
Q11LocalChampions,1225.4188382593195,Q7_continentAmerica,-0.14415019097410703,0.605672553607536,-0.23800020343585443,0.8118809364167539,beta
Q11LocalChampions,1225.4188382593195,Q7_continentAsia,-1.5554250106456748,0.8582856728040685,-1.8122462717617225,0.06994815228370906,beta
Q11LocalChampions,1225.4188382593195,Q7_continentAustralia,-0.13929690426429153,0.7478315875381939,-0.18626774608818894,0.8522347996912663,beta
Q11LocalChampions,1225.4188382593195,Q7_continentEurope,-1.4754877059474476,0.5689298784286004,-2.5934438704867886,0.00950200479775506,beta
Q11AvailableEquipment-Staff,495.963359908806,Q7_continentAmerica,-0.5188934282030916,0.6451147163965123,-0.8043428788937436,0.42119898034215225,beta
Q11AvailableEquipment-Staff,495.963359908806,Q7_continentAsia,-0.8728036015104226,0.8408311110980378,-1.0380248661001994,0.29925847856326815,beta
Q11AvailableEquipment-Staff,495.963359908806,Q7_continentAustralia,-0.8135236815535447,0.8006264338595566,-1.0161089456312538,0.3095775096151469,beta
Q11AvailableEquipment-Staff,495.963359908806,Q7_continentEurope,-1.3637562580895892,0.6048501696578613,-2.2547009598443357,0.024152105377901207,beta
Q14A_SM_EffectivelyProtected,484.32530060869493,Q7_continentAmerica,0.15801189178466324,0.5338119417637405,0.2960066634376599,0.7672249926311507,beta
Q14A_SM_EffectivelyProtected,484.32530060869493,Q7_continentAsia,0.7871654599043474,0.7970656458528074,0.987579208814266,0.32335877287379383,beta
Q14A_SM_EffectivelyProtected,484.32530060869493,Q7_continentAustralia,0.620140436480275,0.7351410887750882,0.8435665560655432,0.39891165941717327,beta
Q14A_SM_EffectivelyProtected,484.32530060869493,Q7_continentEurope,1.4435413322599284,0.4953506013656593,2.914181043245229,0.0035662302367006618,beta
Q14A_SM_ImpactedSLR,333.88055768777826,Q1Nonprofit,-0.08321921046021334,0.3819936310144954,-0.21785496852185854,0.827542114300833,beta
Q14A_SM_ImpactedSLR,333.88055768777826,Q1Other,-0.6494244561437349,0.4163676703402755,-1.559737948945446,0.1188218203359124,beta
Q14A_SM_ImpactedSLR,333.88055768777826,Q1Private,-1.4282308183297034,0.6032587456139789,-2.3675260884549507,0.017907457472471237,beta
Q14A_SM_ImpactedSLR,333.88055768777826,Q1Research,-0.4760906972873237,0.2738376668580154,-1.7385873271195242,0.08210737724581392,beta
Q14A_SM_ImpactedSLR,333.88055768777826,Q7_continentAmerica,0.4680364448708322,0.6185500564772817,0.7566670473467533,0.4492493617021371,beta
Q14A_SM_ImpactedSLR,333.88055768777826,Q7_continentAsia,-0.5003652078797752,0.83544452001487,-0.5989209287899444,0.5492256143646658,beta
Q14A_SM_ImpactedSLR,333.88055768777826,Q7_continentAustralia,1.0242500608317275,0.9590070031373734,1.068031888694152,0.28550612758485727,beta
Q14A_SM_ImpactedSLR,333.88055768777826,Q7_continentEurope,-0.6510293616711221,0.5638251881464016,-1.154665267458887,0.2482275279317657,beta
Q14A_SM_UndervalResource,498.7828219566591,Q7_continentAmerica,-0.5961957545630671,0.7106860389958406,-0.8389017397970251,0.40152445142639726,beta
Q14A_SM_UndervalResource,498.7828219566591,Q7_continentAsia,-2.1475039120175845,0.9571108366618014,-2.2437358660650215,0.024849401003133185,beta
Q14A_SM_UndervalResource,498.7828219566591,Q7_continentAustralia,0.08919964720259695,1.0289327585329593,0.08669142513236414,0.9309167925098679,beta
Q14A_SM_UndervalResource,498.7828219566591,Q7_continentEurope,-1.1452770261670537,0.6708230598799955,-1.7072714023455515,0.08777161893309716,beta
Q14A_SM_UndervalResource,498.7828219566591,Q8Diploma,-1.0635138700831042,0.6344417974657992,-1.6762985577734337,0.09367972728201333,beta
Q14A_SM_UndervalResource,498.7828219566591,Q8Masters,-0.0813965137960919,0.33564446375832396,-0.24250813758304773,0.8083864521404749,beta
Q14A_SM_UndervalResource,498.7828219566591,Q8Other,-1.8470886527694814,1.16989796115657,-1.5788459456271173,0.1143713970477385,beta
Q14A_SM_UndervalResource,498.7828219566591,Q8PhD,0.4792708264213146,0.3116215221750033,1.5379901332750736,0.12405102727976552,beta
Q14A_SM_UndervalResource,498.7828219566591,Q8TechnicalSecondaryOrLess,-0.37343282859265214,0.6587673448322363,-0.566866028685365,0.5708052060365776,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q6>75%,1.2302965848035543,0.3894365933433549,3.1591704678836834,0.0015821891568972189,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q610-25%,1.428605133644372,0.39515394985713237,3.6153128019114655,2.9998518267408946e-4,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q625-50%,0.6383010813315075,0.3298039485149564,1.935395510592442,0.05294177980819364,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q650-75%,0.6508617771247395,0.35405449996804844,1.838309574326767,0.06601680108508935,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q7_continentAmerica,-0.9637399328194688,0.7315224972268345,-1.3174440109128005,0.18768983679894727,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q7_continentAsia,-1.2443130962293663,0.9747933607913634,-1.2764890963344269,0.201782678793869,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q7_continentAustralia,-0.9201976377736326,0.9537940428557935,-0.9647760380411179,0.3346570002739618,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q7_continentEurope,-1.934238144674108,0.6809541943471531,-2.8404820188067244,0.00450454123602144,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q8Diploma,-0.16659277535720696,0.569604209003248,-0.2924711101568721,0.7699264454585926,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q8Masters,-1.1210427498382438,0.34455672715349145,-3.2535796328795725,0.0011396077937376693,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q8Other,-3.29631978714124,1.3808310121434286,-2.3871999963445543,0.016977252730595655,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q8PhD,-0.6561488868784118,0.324868960949842,-2.01973400278064,0.04341098608321995,beta
Q14A_SM_CCmeansNeed4Mngmnt,933.5821373045623,Q8TechnicalSecondaryOrLess,-1.3140836428887699,0.6901752298763805,-1.9039855184662882,0.05691207024033405,beta
Q14A_CCPositiveCoast,312.5229002607772,Q7_continentAmerica,-0.6174416118368398,0.5846324598342513,-1.0561192787890878,0.29091372355554007,beta
Q14A_CCPositiveCoast,312.5229002607772,Q7_continentAsia,1.393939935818875,0.9025725015253488,1.5444077162367726,0.1224895919121107,beta
Q14A_CCPositiveCoast,312.5229002607772,Q7_continentAustralia,0.06797195672827468,0.7681288632678075,0.08849030413869022,0.9294869902850147,beta
Q14A_CCPositiveCoast,312.5229002607772,Q7_continentEurope,0.27208080550502217,0.5486897516709262,0.495873678479421,0.619983537950786,beta
Q14A_SM_ImpactedUrbanDev,1029.3921120897853,Q1Nonprofit,0.27193461536692154,0.3829341562174579,0.7101341339018535,0.47762096094925616,beta
Q14A_SM_ImpactedUrbanDev,1029.3921120897853,Q1Other,-0.5603357088256287,0.42253530182107224,-1.3261275600184281,0.18479744870331696,beta
Q14A_SM_ImpactedUrbanDev,1029.3921120897853,Q1Private,-0.8671374960348446,0.5444084087823746,-1.592806947957117,0.11120350599068068,beta
Q14A_SM_ImpactedUrbanDev,1029.3921120897853,Q1Research,0.7032192183744205,0.2874130535424064,2.4467198330317443,0.014416285236435046,beta
Q14A_SM_ImpactedUrbanDev,1029.3921120897853,Q7_continentAmerica,-1.07533326190918,1.0894415632793097,-0.9870499695939059,0.3236181424915825,beta
Q14A_SM_ImpactedUrbanDev,1029.3921120897853,Q7_continentAsia,-1.7797726280355166,1.261271829587824,-1.4110936170017652,0.15821701185812345,beta
Q14A_SM_ImpactedUrbanDev,1029.3921120897853,Q7_continentAustralia,-0.8429497328665317,1.313271211318809,-0.6418702592437304,0.5209574260915644,beta
Q14A_SM_ImpactedUrbanDev,1029.3921120897853,Q7_continentEurope,-2.842836203974384,1.0539275381986037,-2.6973734919512804,0.006988883441842502,beta
Q14A_Need2ConserveSMinPolicy,374.2351855780887,Q7_continentAmerica,-0.21221770582604282,0.5562883380875636,-0.38148868364851163,0.702840666644676,beta
Q14A_Need2ConserveSMinPolicy,374.2351855780887,Q7_continentAsia,1.3962956557998725,0.8675843493301786,1.6094062287752047,0.1075275441857958,beta
Q14A_Need2ConserveSMinPolicy,374.2351855780887,Q7_continentAustralia,0.08981067940347913,0.7793559630465647,0.11523704656393724,0.9082572353480609,beta
Q14A_Need2ConserveSMinPolicy,374.2351855780887,Q7_continentEurope,0.46992510972086743,0.5178021353930318,0.9075379910594153,0.3641223686820716,beta
Q14A_LackResources4SMconserv,41.82200708794342,Q1Nonprofit,0.5185253353034911,0.3599425780964912,1.4405779334182798,0.1497039582143941,beta
Q14A_LackResources4SMconserv,41.82200708794342,Q1Other,-0.059290338266795965,0.4013367762957666,-0.14773213363108725,0.8825541709094502,beta
Q14A_LackResources4SMconserv,41.82200708794342,Q1Private,-1.156746391220869,0.5601937363986714,-2.0649041859290813,0.038932066960466596,beta
Q14A_LackResources4SMconserv,41.82200708794342,Q1Research,0.42015262803394954,0.2655319701937532,1.5823052407865346,0.11357990492447465,beta
Q14A_Need2ImproveMonitorSM,244.28893471155683,Q7_continentAmerica,0.04183653764858774,0.5804889487271883,0.07207120435336592,0.9425452422120617,beta
Q14A_Need2ImproveMonitorSM,244.28893471155683,Q7_continentAsia,0.2888942351908826,0.8748245293083622,0.33023106407325237,0.7412253764501162,beta
Q14A_Need2ImproveMonitorSM,244.28893471155683,Q7_continentAustralia,-0.16009097072606412,0.785323687897488,-0.20385348512110787,0.8384679952177623,beta
Q14A_Need2ImproveMonitorSM,244.28893471155683,Q7_continentEurope,-1.1030362634302424,0.5381277795632514,-2.0497664408358087,0.04038722791450733,beta
Q14A_need4holisticApp,168.94251692547843,Q8Diploma,-0.9075303012258149,0.6126328290356484,-1.4813608710038728,0.13851043579598013,beta
Q14A_need4holisticApp,168.94251692547843,Q8Masters,-0.018985155372370218,0.33677371429208736,-0.056373625870052894,0.9550441670409672,beta
Q14A_need4holisticApp,168.94251692547843,Q8Other,0.1345872576570907,1.342152689349308,0.10027715827350481,0.9201242911325456,beta
Q14A_need4holisticApp,168.94251692547843,Q8PhD,0.6429279507204765,0.3087725142957957,2.08220589901525,0.03732366669021447,beta
Q14A_need4holisticApp,168.94251692547843,Q8TechnicalSecondaryOrLess,-0.07166087693653728,0.7258554665810864,-0.09872609663473815,0.9213557479659099,beta
Q14A_restoringSedInputsCrucial,60.329911725414156,Q1Nonprofit,-0.4741452706270904,0.348860349554712,-1.359126284291961,0.17410657516182598,beta
Q14A_restoringSedInputsCrucial,60.329911725414156,Q1Other,-1.4595588467640335,0.419368204126418,-3.480375556378736,5.007113712757859e-4,beta
Q14A_restoringSedInputsCrucial,60.329911725414156,Q1Private,-0.5654297564637709,0.5342413067286836,-1.0583789559928702,0.28988270954192363,beta
Q14A_restoringSedInputsCrucial,60.329911725414156,Q1Research,0.027460271730406216,0.2656518003270193,0.10336941702108708,0.917669783774584,beta
Q15,599.9854010626905,Q2FieldRanger,1.226130284715966,0.6767250950111127,1.8118587499637966,0.07000802456273797,beta
Q15,599.9854010626905,Q2HighManagerialRole,0.2796331789273835,0.5959716331142698,0.46920551816560613,0.6389227415580544,beta
